report_id,source_record_id,product_code,event_type,source_narrative,assertion_text,assertion_status_rater1,routing_action_rater1,evidence_insufficient_rater1,citation_unresolved_rater1,policy_contradiction_rater1,adjudication_note
MAUDE-ECG-0021,3011937459-2025-03527,MLO,Malfunction,"Event Description: IBC FROM PATIENT DUE TO DEVICE NOT LIGHTING UP INDICATING A CHARGE, TRIED SOFT RESET AND DEVICE ISN'T VIBRATING OR LIGHTING UP. DEVICE IS UNRESPONSIVE AND PATIENT STATED THAT EARLY THIS MORNING THE HOUSING OF THE DEVICE STARTED TO GET VERY HOT AND NOW HE HAS A BLISTER UNDER WHERE THE HOUSING WAS SITTING ON HIS CHEST.Event Description: CALL FROM PATIENT DUE TO DEVICE NOT LIGHTING UP INDICATING A CHARGE, TRIED SOFT RESET AND DEVICE ISN'T VIBRATING OR LIGHTING UP. DEVICE IS UNRESPONSIVE AND PATIENT STATED THAT EARLY THIS MORNING THE HOUSING OF THE DEVICE STARTED TO GET VERY HOT AND NOW HE HAS A BLISTER UNDER WHERE THE HOUSING WAS SITTING ON HIS CHEST. Manufacturer Narrative: INITIAL INVESTIGATION INDICATED WATER INGRESS INTO THE DEVICE. SOURCE IS NOT CLEAR FOLLOWING A THOROUGH INVESTIGATION OF THE DEVICE RX323937 (77E66ACA53) IT APPEARS THAT A SMALL AMOUNT OF LIQUID WAS INSIDE THE CASE OF THE RX-1 MINI AND RESULTED IN SHORTING OF ONE OR MORE COMPONENTS AND A HEATING OF THE OUTER SURFACE OF THE HOUSING. DIAGNOSTIC FILES DOWNLOADED FROM THE DEVICE SHOW THAT CURRENT WAS SLIGHTLY ELEVATED FOR ABOUT 90 MINUTES. IT IS ESTIMATED THAT THE DEVICE HOUSING TEMPERATURE WAS LIKELY ELEVATED TO ABOUT 45 DEG C. A MEDICAL EXPERT CONCLUDED THAT THE IMPACT OF THIS WARM TEMPERATURE ON TISSUE FOR EXTENDED PERIOD OF TIME WOULD RESULT IN A BLISTER IS CONSISTENT WITH EXPOSURE OF THE SKIN TO ~45 DEG C FOR 1.5 TO 2 HOURS. THE PATIENT SOUGHT MEDICAL TREATMENT FOR THE BLISTER THAT INCLUDED ANTIBIOTIC CREAM AND BROAD-SPECTRUM ANTIBIOTIC TREATMENT. NO KNOWN SIDE EFFECTS AND THE PATIENT HAS NO MEDICALLY SIGNIFICANT RESIDUAL EFFECTS. Manufacturer Narrative: INITIAL INVESTIGATION INDICATES WATER INGRESS INTO THE DEVICE. SOURCE IS NOT CLEAR.",A SMALL AMOUNT OF LIQUID WAS INSIDE THE CASE OF THE RX-1 MINI AND RESULTED IN SHORTING OF ONE OR MORE COMPONENTS AND A HEATING OF THE OUTER SURFACE OF THE HOUSING.,confirmed,FIELD_SAFETY_CORRECTIVE_ACTION,no,not_assessable,not_assessable,"Confirmed device malfunction (water ingress causing internal shorting and housing overheating to an estimated ~45C for 1.5-2 hours) resulted in a patient skin blister requiring antibiotic treatment. This is a confirmed injury with an identified physical root cause (enclosure/water-ingress protection), warranting corrective action review beyond case-level investigation."
MAUDE-ECG-0023,MW5169622,MLO,Injury,"Event Description: I WAS PRESCRIBED A PHILIPS HOLTER MONITOR PATCH TO WEAR FOR 7 DAYS. AFTER 3.5 DAYS, MY SKIN WAS SO IRRITATED AND ITCHY IN THE LOCATION OF THE ELECTRODE. THE ELECTRODE CREATED A BURNING SENSATION WHEN APPLIED, AND I STOPPED USING THE DEVICE PREMATURELY. IT IS NOW 3 DAYS LATER, AND MY SKIN IS BLISTERED AND PEELING. THE AREA IS VERY RED AND RAW.","IT IS NOW 3 DAYS LATER, AND MY SKIN IS BLISTERED AND PEELING. THE AREA IS VERY RED AND RAW.",confirmed,CAPA_INVESTIGATE,yes,not_assessable,not_assessable,"Patient-reported skin injury (blistering, peeling, redness) associated with a Holter patch electrode is described in detail, but no manufacturer narrative or root-cause investigation is present in this record to confirm whether the injury stems from a device/adhesive defect versus individual skin sensitivity."
MAUDE-ECG-0026,1218950-2025-000306,MWJ,Injury,"Event Description: IT WAS REPORTED THE PATIENT DEVELOPED BURNS ON THE SKIN AFTER USING THE DEVICE. THE PATIENT USED THE PHILIPS HOLTER MONITOR FOR TWO WEEKS. AFTER USE, THE PATIENT NOTED BURNS ON THE SKIN, WHICH BEGAN AS STINGING SENSATION AND AFTER REMOVAL OF THE MONITOR, THE DAMAGE TO THE SKIN WAS NOTED. IT WAS INDICATED THE PATIENT HAD A SCAR ON THEIR CHEST RELATED TO THE BURNS. THE RECEIVED MEDWATCH REPORT INDICATED THE REPORTED BURN REQUIRED INTERVENTION, WITH THE TREATMENT BEING LISTED AS ATENOLOL. Manufacturer Narrative: ADDITIONAL INFORMATION WAS FOUND WHICH INDICATES A DIFFERENT PRODUCT WAS INVOLVED (ELECTRODE - PATCH - UNIVERSAL 2 CHANNEL DEVICE), AND HAD ALREADY BEEN ADDRESSED IN A DIFFERENT COMPLAINT HANDLED BY PHILIPS AMBULATORY MONITORING AND DIAGNOSTICS (AM&D). AM&D DID NOT REPORT THIS TO THE FDA SINCE THEY WERE ABLE TO CONFIRM THAT THE PATIENT DID NOT GO TO THE EMERGENCY ROOM, URGENT CARE OR RECEIVE A WRITTEN PRESCRIPTION FROM THE PHYSICIAN. Manufacturer Narrative: FURTHER INVESTIGATION OF THIS ISSUE WAS NOT ABLE TO BE PERFORMED, AS NO FURTHER INFORMATION WAS AVAILABLE. INSUFFICIENT INFORMATION WAS PROVIDED TO CONTACT THE USER. BASED ON THE INFORMATION AVAILABLE, THE CAUSE OF THE REPORTED PROBLEM WAS NOT ABLE TO BE DETERMINED. THE REPORTED PROBLEM WAS NOT CONFIRMED. BASED ON THE INFORMATION AVAILABLE AND RESULTS OF ADDITIONAL ANALYSIS, NO FURTHER ACTION IS NECESSARY AT THIS TIME. WE ARE UNABLE TO CONFIRM THE FINAL DISPOSITION OF THE DEVICE BECAUSE THE CUSTOMER DID NOT PROVIDE FURTHER INFORMATION ON THIS ISSUE THE INVESTIGATION CONCLUDES THAT NO FURTHER ACTION IS REQUIRED AT THIS TIME. IF ADDITIONAL INFORMATION IS RECEIVED THE COMPLAINT FILE WILL BE REOPENED.","THE REPORTED PROBLEM WAS NOT CONFIRMED. BASED ON THE INFORMATION AVAILABLE AND RESULTS OF ADDITIONAL ANALYSIS, NO FURTHER ACTION IS NECESSARY AT THIS TIME.",negated,MONITOR,yes,not_assessable,not_assessable,"Manufacturer could not confirm the reported burn or contact the user for further information, and states the underlying issue (a different, already-addressed electrode/patch product) was not reportable since no ER/urgent care visit or written prescription occurred. Given an alleged skin burn was nonetheless described, conservative monitoring is retained rather than closing with no action."
MAUDE-ECG-0027,19434596,MWJ,Malfunction,"Event Description: PATIENT WAS HOOKED UP TO HOLTER MONITOR AND CHECKED TO ENSURE IT WAS WORKING APPROPRIATELY AT TIME OF CONNECTION TO PATIENT. UPON RETURNING MONITOR, IT WAS NOTED THAT THE MONITOR ONLY RECORDED A FEW MINUTES OF DATA. MONITOR WAS SENT BACK TO PHILLIPS.","UPON RETURNING MONITOR, IT WAS NOTED THAT THE MONITOR ONLY RECORDED A FEW MINUTES OF DATA.",confirmed,CAPA_INVESTIGATE,yes,not_assessable,not_assessable,Confirmed data-recording failure resulting in loss of the intended monitoring period (device was verified working at hookup). No manufacturer root-cause narrative is present yet; the diagnostic data-loss risk warrants investigation of the recording/storage mechanism.
MAUDE-ECG-0028,2183461-2024-00045,MWJ,Malfunction,"Event Description: THE CUSTOMER REPORTED THAT DEVICE BATTERY DOOR GOT MELTED. THERE WAS NO PATIENT/USER INJURY REPORTED. THIS REPORT WAS FILED IN OUR COMPLAINT HANDLING SYSTEM AS COMPLAINT # (B)(4). Manufacturer Narrative: THE H3+ IS INDICATED FOR USE IN A CLINICAL SETTING, BY QUALIFIED MEDICAL PROFESSIONALS ONLY, FOR CONTINUOUS RECORDING ECG DATA OF PATIENTS REQUIRING AMBULATORY (HOLTER) MONITORING OF UP TO 48 HOURS. SUCH MONITORING IS MOST FREQUENTLY USED FOR THE PURPOSE OF PROSPECTIVE AND RETROSPECTIVE CARDIAC DATA AND ARRHYTHMIA ANALYSIS. HOLTER ANALYSIS IS APPROPRIATE FOR THE INDICATIONS BELOW: EVALUATION OF ADULT PATIENTS WITH SYMPTOMS SUGGESTING ARRHYTHMIA. EVALUATION OF ADULT PATIENTS WITH PACEMAKERS. REPORTING OF TIME DOMAIN HEART RATE VARIABILITY. EVALUATION OF A PATIENT¿S RESPONSE AFTER RESUMING OCCUPATIONAL OR RECREATIONAL ACTIVITIES (E.G., AFTER M.I. OR CARDIAC SURGERY). EVALUATION OF ECG DOCUMENTING THERAPEUTIC INTERVENTIONS IN INDIVIDUAL PATIENTS OR GROUPS OF PATIENTS. CLINICAL AND EPIDEMIOLOGICAL RESEARCH STUDIES. INFANT PATIENT EVALUATION IS LIMITED TO QRS DETECTION ONLY. THE DEVICE WAS RECEIVED BY BAXTER. UPON INSPECTION, IT WAS DETERMINED THAT THE BATTERY OVERHEATED AND MELTED BATTERY JACKET AND A SECTION OF UPPER HOUSING. DEVICE WAS REPAIRED BY BAXTER. BASED ON THIS INFORMATION, NO FURTHER ACTIONS ARE REQUIRED AT THIS TIME. ALTHOUGH THERE WAS NO REPORTED INJURY WITH THIS EVENT, IF THE REPORT OF A BATTERY OVERHEATING AND MELTING THE UPPER HOUSING WERE TO RECUR, IT COULD POTENTIALLY CAUSE SERIOUS INJURY OR DEATH. THEREFORE, BAXTER IS REPORTING THIS EVENT.","UPON INSPECTION, IT WAS DETERMINED THAT THE BATTERY OVERHEATED AND MELTED BATTERY JACKET AND A SECTION OF UPPER HOUSING.",confirmed,CAPA_INVESTIGATE,no,not_assessable,not_assessable,"Confirmed battery overheating/melting event with no injury this time, but manufacturer itself states recurrence 'could potentially cause serious injury or death.' Root cause (battery failure mode) is confirmed by inspection and warrants formal investigation of the battery/housing design."
MAUDE-ECG-0030,22564237,MWJ,Malfunction,"Event Description: PATIENT'S MOTHER CALLED A LEFT A MESSAGE ON THE CARD TECH PHONE LINE. A FEW HOURS AFTER WEARING THE HOLTER MONITOR, THE HOLTER DISPLAYED A ERROR MESSAGE OF DEFECTIVE CARD. HOLTER WAS WORKING WHEN APPLIED. I E- MESSAGED ORDERING MD TO SEE IF THEY WANT THE HOLTER REPEATED. MESSAGED THE BILLERS TO NOT BILL FOR THE HOOK-UP CHARGE. HOLTER WILL BE SENT IN FOR REPAIR.","A FEW HOURS AFTER WEARING THE HOLTER MONITOR, THE HOLTER DISPLAYED A ERROR MESSAGE OF DEFECTIVE CARD.",confirmed,MONITOR,yes,not_assessable,not_assessable,Confirmed in-use malfunction (defective-card error) with no patient harm; device was working at initial hookup and was sent for repair. No manufacturer root-cause narrative is present in this record to establish whether this is an isolated or recurring failure mode.
MAUDE-ECG-0033,MW5130533,MWJ,Malfunction,Event Description: MONITOR REPORTEDLY NOT READING TELEMETRY (B)(4). THIS REPORT REFLECTS INFORMATION RECEIVED BY FDA IN THE FORM OF A NOTIFICATION PER 803.22 (B)(2).,MONITOR REPORTEDLY NOT READING TELEMETRY (B)(4).,mention-only,MONITOR,yes,not_assessable,not_assessable,"Narrative is a minimal, heavily redacted MedWatch notification with no clinical context, root cause, or outcome information provided. Insufficient detail to support any action beyond routine monitoring."
MAUDE-ECG-0034,MW5141804,MWJ,Injury,"Event Description: THIS LETTER IS TO INFORM YOU OF AN EVENT THAT OCCURRED AT (B)(6) HOSPITAL OF THE (B)(6) IN (B)(6) ON (B)(6) 2017 IN WHICH IT WAS ALLEGED THAT THE SEER LIGHT ECG HOLTER MONITOR CAUSED BURN MARKS TO A PATIENT. IT WAS REPORTED THAT THE HOLTER MONITOR WAS PLACED ON A CHILD ON (B)(6) 2017 AND AGAIN ON (B)(6) 2017 AND IN BOTH INCIDENTS, THE CHILD HAD RED BURN SPOTS WHERE THE ELECTRODES WERE PLACED. THE CONTACT INFORMATION OF (B)(6) HOSPITAL OF THE (B)(6) IS AS FOLLOWS: THE SEER LIGHT IS MANUFACTURED BY THE SUZUKEN COMPANY WHICH IS IN JAPAN. THE SUZUKEN COMPANY WAS INFORMED OF THIS EVENT ON FEBRUARY 17, 2017. WHEN INFORMING SUZUKEN ABOUT THIS ADVERSE EVENT, THEY ALLEGE THAT THE BURNS ARE CAUSED BY THE ELECTRODES THAT WERE ATTACHED TO THE PATIENT SKIN. HOWEVER, THIS INFORMATION HASN'T BEEN CONFIRMED. THIS REPORT REFLECTS INFORMATION RECEIVED BY FDA IN THE FORM OF A NOTIFICATION PER 803.22 (B)(2).","IN BOTH INCIDENTS, THE CHILD HAD RED BURN SPOTS WHERE THE ELECTRODES WERE PLACED.",suspected,CAPA_INVESTIGATE,yes,not_assessable,not_assessable,"Alleged pediatric skin-burn injury recurring on the same child across two separate placements; the narrative itself states the manufacturer's causal explanation (electrode-related) 'hasn't been confirmed.' Given the pediatric population and repeat occurrence, investigation is warranted despite unconfirmed causation."
MAUDE-ECG-0035,MW5143304,MWJ,Malfunction,Event Description: THE SUBJECT MENTIONED THAT HE HAD DIFFICULTIES KEEPING THE HALTER LEADS ON DURING MONITORING. (B)(4). THIS REPORT REFLECTS INFORMATION RECEIVED BY FDA IN THE FORM OF A NOTIFICATION PER 803.22 (B)(2).,THE SUBJECT MENTIONED THAT HE HAD DIFFICULTIES KEEPING THE HALTER LEADS ON DURING MONITORING.,mention-only,MONITOR,yes,not_assessable,not_assessable,"Minimal, heavily redacted MedWatch notification describing a lead-adhesion difficulty with no outcome, root cause, or manufacturer investigation provided. Insufficient detail for action beyond monitoring."
MAUDE-ECG-0038,MW5168567,MWJ,Injury,"Event Description: MEDICAL ASSISTANT OF (B)(6) DIDN'T ADHERE TO THE MANUFACTURE MANUAL FOR THE DEVICE. MEDICAL ASSISTANT DIDN'T PUT DEVICE IN REQUIRED AREA BY MANUFACTURE SPECIFICATION AND SHE DIDN'T FOLLOW THE WARNING PRECAUTIONS ON PAGE 21 AND ON PAGE 22 IT SAYS IF PRODUCT IS DAMAGED IT CAN BURN AND SEND AN ELECTRIC DISCHARGE FROM DEVICE. SHE DIDN'T ADHERE TO MANUAL WHEN IT SAID THAT DEVICE HAS TO BE 3 FINGER WIDTHS FROM COLLARBONE TO PLACE DEVICE AND SHE PLACED DEVICE AT COLLARBONE. I DON'T BELIEVE SHE FOLLOWED THE CLEANING AREA PROCEDURE ACCORDING TO MANUAL AND DON'T REMEMBER HER SHARING ABOUT WARNING OF THE DEVICE TO ME. I HAVE DOCUMENTATION THAT PROVIDE THAT DEVICE WAS NOT MANUFACTURED CORRECTLY, IT IS MISSING ELECTRIC LEADS AND PARTS ARE EXPOSED (DEFECTIVE MONITOR). DEVICE WAS PUT ON (B)(6) 2024. I GOT ELECTROCUTED AND BURNED BY A PHILLIPS/BIOTEL HEART HOLTER MONITOR WHICH DAMAGED MY LEFT SIDE AND DIAGNOSIS WITH NEUROPATHY, BRACHIAL NEURITIS, CAUSALGIA OF LEFT UPPER LIMB, SPONDYLOSIS WITH RADICULOPATHY, CERVICAL REGION, OCCIPITAL NEURALGIA, WEAKNESS, ABNORMAL REFLEX, 2 CHEST LESIONS WHERE BURN OCCURRED (NUMBNESS, WEAKNESS, TWITCHING OF FINGERS, BURNING SENSATIONS, PINS AND NEEDLE FEELINGS, LUMPS LYMPH, SPASMS, SWELLING ON LEFT SIDE) AND SENDS ELECTRIC SHOCKS, THROBBING TO BACK OF MY HEAD AND BURNING SENSATION IN HEAD. I HAVE IMPAIRMENTS ON LEFT LEG AND LEFT TOES AND ALSO INCLUDES LEFT AND RIGHT EYES IMPAIRMENT. HEART MONITOR TEST SHOWING HIGH BEATS PER MINUTE 124 AND IMPAIRMENT (PAGE 6 SINUS TACHYCARDIA, SUPRAVENTRICULAR TACHYCARDIA, VENTRICULAR BIGEMINY, VENTRICULAR TRIGEMINY) OLD AND NEW ECHO CARDIO SHOWING A NEW IMPAIRMENT (DIASTOLIC DYSFUNCTION), WHEN ECHO TEST WAS NORMAL LAST YEAR. REDNESS IN DIFFERENT PARTS OF BODY. MY HEART BPM CONTINUES TO GO ABOVE 100 AT REST.","I GOT ELECTROCUTED AND BURNED BY A PHILLIPS/BIOTEL HEART HOLTER MONITOR WHICH DAMAGED MY LEFT SIDE AND DIAGNOSIS WITH NEUROPATHY, BRACHIAL NEURITIS, CAUSALGIA OF LEFT UPPER LIMB, SPONDYLOSIS WITH RADICULOPATHY, CERVICAL REGION, OCCIPITAL NEURALGIA, WEAKNESS, ABNORMAL REFLEX...",suspected,ESCALATE_TO_HUMAN_IMMEDIATE,yes,not_assessable,not_assessable,"Patient-reported account alleges severe injury (electric shock/burns) and multiple significant neurological diagnoses attributed to the device, alongside allegations of both device defect (missing leads, exposed parts) and use error (placement not per manual). No manufacturer investigation narrative is present to confirm causation or device condition. Given the severity and specificity of the harms alleged, immediate human review is the conservative choice notwithstanding the unresolved causal ambiguity."
